level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11
1057,56,0,0,0,0,0,0,0,0,0,0
1429,58,0,0,0,0,0,0,0,0,0,0
1217,53,0,0,0,0,0,0,0,0,0,0
384,4,0,0,0,0,0,0,0,0,0,0
1592,35,0,0,0,0,0,0,0,0,0,0
695,59,0,0,0,0,0,0,0,0,0,0
22,56,0,0,0,0,0,0,0,0,0,0
277,56,0,0,0,0,0,0,0,0,0,0
1057,12,0,0,0,0,0,0,0,0,0,0
845,56,0,0,0,0,0,0,0,0,0,0
401,56,0,0,0,0,0,0,0,0,0,0
1294,57,0,0,0,0,0,0,0,0,0,0
1087,57,0,0,0,0,0,0,0,0,0,0
791,67,0,0,0,0,0,0,0,0,0,0
300,32,0,0,0,0,0,0,0,0,0,0
1087,11,0,0,0,0,0,0,0,0,0,0
845,56,0,0,0,0,0,0,0,0,0,0
1529,4,0,0,0,0,0,0,0,0,0,0
826,59,0,0,0,0,0,0,0,0,0,0
791,7,0,0,0,0,0,0,0,0,0,0
867,14,0,0,0,0,0,0,0,0,0,0
70,59,0,0,0,0,0,0,0,0,0,0
791,4,0,0,0,0,0,0,0,0,0,0
1057,35,0,0,0,0,0,0,0,0,0,0
845,0,0,0,0,0,0,0,0,0,0,0
325,11,0,0,0,0,0,0,0,0,0,0
1429,11,0,0,0,0,0,0,0,0,0,0
1592,35,0,0,0,0,0,0,0,0,0,0
845,11,0,0,0,0,0,0,0,0,0,0
1057,56,0,0,0,0,0,0,0,0,0,0
1087,6,0,0,0,0,0,0,0,0,0,0
1057,11,0,0,0,0,0,0,0,0,0,0
826,67,0,0,0,0,0,0,0,0,0,0
867,6,0,0,0,0,0,0,0,0,0,0
70,6,0,0,0,0,0,0,0,0,0,0
791,56,0,0,0,0,0,0,0,0,0,0
355,58,0,0,0,0,0,0,0,0,0,0
1592,57,0,0,0,0,0,0,0,0,0,0
70,4,0,0,0,0,0,0,0,0,0,0
