level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11
995,81,0,0,0,0,0,0,0,0,0,0
340,48,0,0,0,0,0,0,0,0,0,0
1105,20,0,0,0,0,0,0,0,0,0,0
995,39,0,0,0,0,0,0,0,0,0,0
424,38,0,0,0,0,0,0,0,0,0,0
248,38,0,0,0,0,0,0,0,0,0,0
842,16,0,0,0,0,0,0,0,0,0,0
535,63,0,0,0,0,0,0,0,0,0,0
1093,57,0,0,0,0,0,0,0,0,0,0
1093,85,0,0,0,0,0,0,0,0,0,0
1032,43,0,0,0,0,0,0,0,0,0,0
1274,31,0,0,0,0,0,0,0,0,0,0
1520,77,0,0,0,0,0,0,0,0,0,0
474,47,0,0,0,0,0,0,0,0,0,0
535,70,0,0,0,0,0,0,0,0,0,0
796,15,0,0,0,0,0,0,0,0,0,0
248,39,0,0,0,0,0,0,0,0,0,0
796,15,0,0,0,0,0,0,0,0,0,0
474,31,0,0,0,0,0,0,0,0,0,0
1093,19,0,0,0,0,0,0,0,0,0,0
1233,39,0,0,0,0,0,0,0,0,0,0
248,19,0,0,0,0,0,0,0,0,0,0
796,22,0,0,0,0,0,0,0,0,0,0
1028,3,0,0,0,0,0,0,0,0,0,0
953,70,0,0,0,0,0,0,0,0,0,0
474,31,0,0,0,0,0,0,0,0,0,0
254,43,0,0,0,0,0,0,0,0,0,0
1224,77,0,0,0,0,0,0,0,0,0,0
340,31,0,0,0,0,0,0,0,0,0,0
248,43,0,0,0,0,0,0,0,0,0,0
254,38,0,0,0,0,0,0,0,0,0,0
254,47,0,0,0,0,0,0,0,0,0,0
1032,21,0,0,0,0,0,0,0,0,0,0
1571,15,0,0,0,0,0,0,0,0,0,0
254,43,0,0,0,0,0,0,0,0,0,0
1208,39,0,0,0,0,0,0,0,0,0,0
1600,81,0,0,0,0,0,0,0,0,0,0
1224,85,0,0,0,0,0,0,0,0,0,0
1445,47,0,0,0,0,0,0,0,0,0,0
953,81,0,0,0,0,0,0,0,0,0,0
322,43,0,0,0,0,0,0,0,0,0,0
1723,43,0,0,0,0,0,0,0,0,0,0
1368,16,0,0,0,0,0,0,0,0,0,0
1208,43,0,0,0,0,0,0,0,0,0,0
1208,80,0,0,0,0,0,0,0,0,0,0
424,75,0,0,0,0,0,0,0,0,0,0
1105,19,0,0,0,0,0,0,0,0,0,0
217,37,0,0,0,0,0,0,0,0,0,0
1044,39,0,0,0,0,0,0,0,0,0,0
424,21,0,0,0,0,0,0,0,0,0,0
248,13,0,0,0,0,0,0,0,0,0,0
1445,38,0,0,0,0,0,0,0,0,0,0
217,37,0,0,0,0,0,0,0,0,0,0
1335,38,0,0,0,0,0,0,0,0,0,0
340,31,0,0,0,0,0,0,0,0,0,0
995,63,0,0,0,0,0,0,0,0,0,0
1028,57,0,0,0,0,0,0,0,0,0,0
969,43,0,0,0,0,0,0,0,0,0,0
424,77,0,0,0,0,0,0,0,0,0,0
1368,16,0,0,0,0,0,0,0,0,0,0
1446,13,0,0,0,0,0,0,0,0,0,0
1224,7,0,0,0,0,0,0,0,0,0,0
1105,38,0,0,0,0,0,0,0,0,0,0
1648,16,0,0,0,0,0,0,0,0,0,0
217,85,0,0,0,0,0,0,0,0,0,0
1335,43,0,0,0,0,0,0,0,0,0,0
904,16,0,0,0,0,0,0,0,0,0,0
1600,20,0,0,0,0,0,0,0,0,0,0
1093,47,0,0,0,0,0,0,0,0,0,0
1446,13,0,0,0,0,0,0,0,0,0,0
1224,80,0,0,0,0,0,0,0,0,0,0
842,19,0,0,0,0,0,0,0,0,0,0
703,81,0,0,0,0,0,0,0,0,0,0
1446,70,0,0,0,0,0,0,0,0,0,0
322,43,0,0,0,0,0,0,0,0,0,0
1028,39,0,0,0,0,0,0,0,0,0,0
