"spinglass (0.5,0.5)","spinglass (0.5,1)","spinglass (1,0.5)","spinglass (1,1)",sponge (k = 1),sponge (k = 2),sponge (k = 3),sponge (k = 4),sponge (k = 5),sponge (k = 6),sponge (k = 7),sponge (k = 8),sponge (k = 9),sponge (k = 10),username_vote
1,1,1,1,0,0,0,0,0,0,6,7,7,9,61176e63a9a277fcd906d08a3820d5cf54a79c1c
0,0,1,1,0,0,0,0,0,0,0,3,1,1,61208afaccc2843728c3d7967278d0e59d57bc24
0,0,2,2,0,0,0,2,4,4,5,0,8,0,613556160fb424f1cb0dbf4323fc3d2594777b50
0,0,0,0,0,0,0,2,4,4,5,0,8,0,6136af695ef61c756670106585773c86c02225f7
1,1,1,1,0,0,0,0,0,0,6,3,1,1,6136c038f7d13b1ab4a194dba0cfe916f25cf681
0,0,0,0,0,0,0,0,0,0,0,3,1,1,613cdacf8b9a2ea8b276fad6677eb5d2b88a436e
0,0,0,0,0,0,0,0,0,0,0,3,1,1,61403a5f91656838cadf6b500a40a7e7b345c63e
0,0,2,2,0,0,0,2,4,4,5,0,8,0,614781a3460c7d9dac076925351f439aaba64ab1
0,0,2,2,0,0,0,2,4,4,0,3,8,1,61491e5d74cd7fe33701eeb84a1f531b410e84d7
0,0,0,0,0,0,0,0,0,0,0,3,1,1,614a29c44139a6a51341b52335f718979478783b
0,0,0,0,0,0,0,0,0,0,0,3,1,1,615b4a463e5555b6cc2fc1792ced27258590c950
0,0,0,0,0,0,0,0,0,0,0,3,1,1,615e77e6aa6ba68b41e4ec257e98265d662222d6
0,0,1,1,0,0,0,2,4,4,5,0,8,0,61606409224c5592aa1d80bb24835a68b9f40b7f
1,1,1,1,0,0,0,0,0,0,0,3,1,1,6163bbd379fdbc8647547daf8dd8c0b0ef47e728
1,1,1,1,0,0,0,0,0,0,6,7,7,9,6164b90738f18f5700b30d3f0c4c7fc56f470b31
0,0,1,1,0,0,0,0,0,0,0,3,1,1,617192acddc9da6fc08635674a5329cfc71007e6
0,0,0,0,0,0,0,0,0,0,0,3,1,1,617a529ba4a3eb0b5a698ac7917dfeb273e7a8c8
0,0,2,2,0,0,0,2,4,4,5,0,8,0,61848d0e6a3172ce9d4177851abe2d95ffb34ef7
0,0,2,2,0,0,0,2,4,4,5,0,8,0,61894ef3ebc0122ad56e0b252788fcc7b4542f6e
0,0,2,2,0,0,0,2,4,4,0,3,1,1,61a48525e8976b4208651430ecaa492a47ca535b
1,1,1,1,0,0,0,0,0,0,0,3,1,1,61a581b815ee706d4360cc285f72ebd861eaadfb
0,0,0,0,0,0,0,0,4,4,0,3,1,1,61a67a393849467f52b3b8244bf1bcf002b17ce5
0,0,0,0,0,0,0,0,0,0,0,3,1,1,61a6d4e94cc9fcbc69a4bafa1ad1e0d260bbeb7a
0,0,1,1,0,0,0,2,0,0,0,3,1,1,61af163b7e7023b697cfe9f34f5b059bdae138b9
1,1,1,1,0,0,0,0,0,0,6,7,7,9,61b6c4968ca8979cfe89ca349c639e1712288cd9
0,0,0,0,0,0,0,0,0,0,0,3,1,1,61b75df58d31ee67a48d35d7750da14e456e189e
0,0,0,0,0,0,0,0,0,0,0,3,1,1,61b861a612113395f87842e23f26f979a9635021
0,0,2,2,0,0,0,2,4,4,5,0,8,0,61bc5d44bf6dfaedd8c8eb2fa93437809ca097db
0,0,0,0,0,0,0,0,0,0,0,3,1,1,61bd484343ad77363441de5dc2771b0bf3101515
0,0,0,0,0,0,0,0,0,0,0,3,1,1,61c0cef9f7f7557310f89c503963447dc067cc2f
0,0,0,0,0,0,0,2,4,4,0,3,1,1,61cbb472ef784eb921d5e304ae4f6040dd8e448b
0,0,0,0,0,0,0,2,4,4,0,3,1,1,61d5cb7039a31263c0733acf68322113435a526e
0,0,2,2,0,0,0,2,4,4,5,0,8,0,61d946592edc0b218537f0fc75fd20df81ec5642
0,0,1,1,0,0,0,0,0,0,0,3,1,1,61e5841a777cd11c970a91ec57279e87b14cd741
0,0,2,2,0,0,0,2,4,4,5,0,8,0,61e7a5a5989eae1448d4c1c0321e82f99393b86b
0,0,5,2,0,0,0,2,4,4,5,0,8,0,61eb4ee1785982c45b7db608e5bd14d5f9b8f4fa
0,0,0,0,0,0,0,0,0,0,0,3,1,1,61ede1e82861bea1db1dc4dd43f1cdc500b39a7e
0,0,2,2,0,0,0,2,4,4,5,0,8,0,61ee5b580e08446756419d4efd7336bae8cf21ed
0,0,0,0,0,0,0,0,0,0,0,3,1,1,61f2f3f75775df802bae44912df8bcb8b95102e8
0,0,0,0,0,0,0,2,4,4,5,0,8,0,61f5ffd8024938c9a3762765601a8769422bff53
0,0,0,0,0,0,0,0,0,0,0,3,1,1,61f8e0856233f40e666bc3c994429b64caf9f623
1,1,1,1,0,0,0,0,0,0,0,3,1,1,62003ebc1b7b4ca289144e2be63415471189c247
0,0,2,2,0,0,0,2,4,4,5,0,8,0,6201342e4c42f8dd94980da7bd6c9fd8f6cc4c14
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6203edbf3dd5ceb49b92800501bce792196522c8
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6206b9b3105518436bb2f29ff3027df2009375c2
0,0,2,2,0,0,0,2,4,4,5,0,8,0,6208e33d43a68b93755c426fd3a909537ab594e2
0,0,1,1,0,0,0,0,0,0,0,7,7,9,6213ec5dc2e39a832c46dea676ea49f7ff0d1907
0,0,2,2,0,0,0,2,4,4,5,0,8,0,621fd20015d10d057416f5427650339edc5a1535
0,0,0,0,0,0,0,0,0,0,0,3,1,1,62290fe7a858c7e6377a17a4ae768e5d6e7c24b0
0,0,1,1,0,0,0,0,0,0,0,3,1,1,622b5f8f249e4e47e5a444a2cf7f71eb6cc674e9
0,0,0,0,0,0,0,2,4,4,0,3,1,1,622f29ab1e915e651a4be8543013fb5000bc71f3
0,0,0,0,0,0,0,0,4,4,0,3,1,1,623a0fffc21ce9eb7d82ad73c1c41052f148e4b6
0,0,1,1,0,0,0,0,0,0,0,3,1,1,623aeb072d0c2f285a2537fd7f4eaebd4f81466e
0,0,0,0,0,0,0,2,4,4,5,0,8,0,623dcbed42036a77fc0b144532f9bec05bc661bc
0,0,0,0,0,0,0,2,4,4,5,0,8,0,624003923d3c05c07426fa9d708823ebe0f7e602
0,0,2,2,0,0,0,2,4,4,5,0,8,0,624037a9565994c4ad67b20c54bc50f5966c30b7
0,0,1,1,0,0,0,0,0,0,0,3,1,1,624138d0d052d2a962bc98a8b06acdc7cc155e5e
0,0,1,1,0,0,0,2,0,0,0,3,1,1,6242f5a141064b1645b556c764e55c285ea97e40
1,1,1,1,0,0,0,0,0,0,6,7,7,9,6252bb886344b434a16638b71f4da83f617ad18e
0,0,0,0,0,0,0,0,0,0,0,3,1,1,626051a3d932f8cf23f1c09122468518afd96daa
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6260ad7b97aad5615f90fb51a19839a798340892
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6260e02724ba033a219d50b918600a34618eeea6
0,0,0,0,0,0,0,2,4,4,0,0,8,0,626561d13c29d4b7695c3130e9efb733d66cfcc5
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6267a241a50b143f81be19e259a31fdb25a23e9c
0,0,2,2,0,0,0,2,4,4,5,0,8,0,6272e5b0fc76952f3b4af22405b7bcb4b47a2f70
0,0,0,0,0,0,0,2,4,4,0,0,8,1,6273aa46b460aff320879e02833a498664988011
0,0,0,0,0,0,0,0,0,0,0,3,1,1,627715fe471bdb830334f21c1cce5c9ff63ad671
0,0,0,0,0,0,0,0,0,0,0,3,1,1,627b170a672f93bbfcf7ef2f7c45888ba25ebf93
0,0,0,0,0,0,0,0,0,0,0,3,1,1,628520e10190dc3a02f514951fe6ac4377a61ee9
0,0,2,2,0,0,0,2,4,4,5,0,8,0,628a590c0101fd7bb2efc0b8d084ba0e14709483
0,0,0,0,0,0,0,0,0,0,0,3,1,1,628ccac2db093aa5063f4c2b1075ebd2afc35415
0,0,0,0,0,0,0,0,0,0,0,3,1,1,628eff878f267fccda960a1426fcb5737ed7f575
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6292befbf3a90b3b4b20e6a4801eb3a879ba3364
0,0,0,0,0,0,0,2,4,0,0,3,1,1,6294926e825592a33c4f2d9dbe784eb157e86358
0,0,0,0,0,0,0,0,0,0,0,3,1,1,62974d2d6f4c8d7753a60018dd9c630960a4507a
0,0,2,2,0,0,0,2,4,4,5,0,8,0,62a4ab504fc758352933182aa671b5e4759980cf
0,0,0,0,0,0,0,0,0,0,0,3,1,1,62bd9dfb117b92e3b10d5bbf57ce5db502b6cd26
0,0,2,2,0,0,0,2,4,4,5,0,8,0,62bde6fa2e72a4f6495b8ba0118703357806816f
0,0,2,2,0,0,0,2,4,4,5,0,8,0,62be782c8bd486f22473c746d4b5f7869311b32d
0,0,0,0,0,0,0,2,4,4,0,3,1,1,62c28dae550746faf6038cad71361fbc7beb4e66
0,0,0,0,0,0,0,0,0,0,0,3,1,1,62c4d093fdb9a8dc8d1b7c4596221a91809467ab
0,0,0,0,0,0,0,2,4,4,5,0,8,0,62c907511fed51d6da46a21e5f349a05133df869
0,0,1,1,0,0,0,0,0,0,0,3,1,1,62ce33cf03b7f1cb785fefa3f314ee19cca7467b
0,0,2,2,0,0,0,2,4,4,5,0,8,0,62e078e8b4f2ba2363da035f91f018e26533e856
0,0,0,0,0,0,0,0,0,0,0,3,1,1,62e5c35ed0ec92e2520de372781d2ed2bab2cca5
0,0,0,0,0,0,0,0,0,0,0,3,1,1,62f9bf6fbc16f04d87636c6c14ead61f3dbb0985
0,0,2,2,0,0,0,2,4,4,5,0,8,0,630b09c4176649edb0e986a5476a8c54ab18ea57
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6314cd90b3f16d227c913425b995a25cc9eacb3d
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6316daaa690141362fa5edb3d75d113e37ff9e36
0,0,1,1,0,0,0,0,0,0,0,3,1,1,6327fbdc0620d1b313b3b382a80fd7e1b5cb0720
1,1,1,1,0,0,0,0,0,0,6,7,7,9,632c06c0e0f0bc1a676fe1decf02656f69b454d2
0,0,1,1,0,0,0,0,0,0,0,3,1,1,63385ced8451432957b3506ee09e53345b2b1c43
0,0,2,2,0,0,0,2,4,4,5,0,8,0,6338d8cf52a055d6934862973f8caaea1980f730
0,0,0,0,0,0,0,0,0,0,0,3,1,1,634d107e0cff84de205aca5f269bae5ea629d953
0,0,2,2,0,0,0,2,4,4,5,0,8,0,6359567829126d4feb502404b2320ea900e52034
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6361eae369f0632c0d284d9981db4fc101a064f7
0,0,1,1,0,0,0,0,0,0,6,7,7,9,6365d923f51c21ca76e2dd0501eebb1363e7dc17
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6367c863e5620dbdb272f43ae429d8a2fdef0e9b
0,0,0,0,0,0,0,2,4,4,5,3,1,1,63686811f13efd1f6af25b485ddd24d57aa71c09
1,1,1,1,0,0,0,0,0,0,6,7,7,9,636aa08e2d0d66442ca5e3dd42ab92709c15e04a
1,1,1,1,0,0,0,0,0,0,6,7,7,9,636ccd3d7bee9107f87f563f26adabb0c0d391c4
0,0,0,0,0,0,0,0,0,0,0,3,1,1,63778db30c34a4ff9d2300435f0a23408d2ddbbe
0,0,0,0,0,0,0,0,0,0,0,3,1,1,63827ad78ee52e780f259bb66bb90a051e9a9a40
0,0,1,1,0,0,0,0,0,0,0,3,1,1,6387c6e275ba57dd7e831be3226d7b6f404153fb
0,0,2,2,0,0,0,2,4,4,5,0,8,0,638840a3bf961052beaf0a9e9601a70edb422651
0,0,2,2,0,0,0,2,4,4,5,0,8,0,6389b95ccf3f62b0eaec1315daec1737a9c47f1d
0,0,0,0,0,0,0,2,4,4,5,0,8,0,638a480d65ca5caa433d9e9553c21991da636334
0,0,0,0,0,0,0,2,4,4,0,0,8,0,638c8d6895ed64f00d64d1ea423647d2496d98d7
0,0,2,2,0,0,0,2,4,4,5,0,8,0,6391cdd63f919ada1e8a52a49bacbe5165a1798e
1,1,1,1,0,0,0,0,0,0,6,7,7,9,639a991ac41df811844c38b492ee06efa8d496d7
0,0,0,0,0,0,0,0,0,0,0,3,1,1,639d3a01c9fc980bb39eadf9fe565731a226d835
0,0,0,0,0,0,0,0,0,0,0,3,1,1,63a43fd7b19c6c7b2e8a23c9a4b2a26a2ba760b4
0,0,0,0,0,0,0,0,0,0,0,3,1,1,63acb1f3028b2a6815d306d6268f230408dd4016
0,0,2,2,0,0,0,2,4,4,5,0,8,0,63af7208728ad5832975f6e6e83f5c418fc6ad68
0,0,2,2,0,0,0,0,0,0,0,3,1,1,63b16d171aff70c7dbcfee4d0192d1e24c764f51
0,0,1,1,0,0,0,0,0,0,0,3,1,1,63b206bd83259e47477e4930f5f4311d06a572d0
0,0,1,1,0,0,0,2,4,4,5,0,8,0,63b43d818891ab5e6599051240bfc5b3964d342e
0,0,0,0,0,0,0,2,4,4,5,0,8,0,63b513b71fb9d6964b29a3b5c49a0badad2bd32b
0,0,1,1,0,0,0,2,4,4,0,3,1,1,63b6af99b6ff70d3b394cd301b0020ac6913d738
0,0,0,0,0,0,0,0,0,0,0,3,1,1,63c770366517a025ddb5728a14568e2add19860f
0,0,1,1,0,0,0,0,0,0,0,3,1,1,63c89b9ad1011b4dc5e041d82d35c4f436a5c38a
0,0,0,0,0,0,0,2,4,4,5,0,8,0,63d2b55ea6dfc4544dd1d4fc9a2c745a87282e86
0,0,1,1,0,0,0,0,0,0,0,7,1,1,63d443aa88cad3033fc428de0112be8634a60399
0,0,2,2,0,0,0,2,4,4,5,0,8,0,63d752ae3057aea958c2adeac34ff4370d745155
0,0,2,2,0,0,0,2,4,4,5,0,8,0,63d8786f4fd0e8cad5e06a726e9f5f9801fa85dc
0,0,0,0,0,0,0,0,0,0,0,3,1,1,63d9d1366640c1f62436a3547de656885660ccdf
0,0,0,0,0,0,0,2,4,4,0,3,1,1,63da402c8eb9c8521d2ba2158230512a81486dd4
0,0,1,1,0,0,0,0,0,0,0,3,1,1,63e7d64755308f57f1ed445994be7f868894fcc0
0,0,0,0,0,0,0,2,4,4,5,0,8,0,63e92a5c1687868e5b6474febf7bca1ed2719ea6
0,0,0,0,0,0,0,0,0,0,0,3,1,1,63e9447e942a612d7540f4dcb63c2c46b7b32148
0,0,0,0,0,0,0,0,0,0,0,3,1,1,63f748d927c0691eb5d2b002818b4a649ea20835
0,0,0,0,0,0,0,0,0,0,0,3,1,1,63f793ccd7799b74eba76952709f92006d59d92d
1,1,1,1,0,1,2,1,2,1,3,2,0,4,63fb12094a9c88c23079460c57884903c968a5f1
0,0,0,0,0,0,0,2,4,4,5,3,1,1,63fcfb2649b303eadb5250776bde9540cc13faa6
0,0,2,2,0,0,0,2,4,4,5,0,8,0,63fd9b58abc522acccc2143a419229d0e3b2569c
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6402241270570e5a5b9af607be0abe7ca75a3131
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6408ec80b9efe21ce485813c509ccbda6ba073a3
1,1,1,1,0,0,0,0,0,0,6,7,7,9,640ba003c15f0239d54983e068b4e919b5c8417b
0,0,2,1,0,0,0,2,4,4,5,0,8,0,640e0098d05038b2e02f9efeb6451a31a2a2e7ac
0,0,2,2,0,0,0,0,0,0,0,3,1,1,640e794e36f80a9a0fea52c9780cff78f73015d8
0,0,2,2,0,0,0,2,4,4,5,0,8,0,64128b5c121fac0fcef0603707689835adc05db9
0,0,2,2,0,0,0,2,4,4,5,0,8,0,6412efa7475064404fb974adb05644530d36f644
0,0,0,0,0,0,0,0,0,0,0,3,1,1,641663503910aeed6997795505946a969cca5438
0,0,2,2,0,0,0,2,4,4,0,3,1,1,6420d8851c2e23f4638920fc80b7339a0edc06ad
0,0,2,2,0,0,0,2,4,4,5,0,8,0,642c1fdd2252a7833dd546137600c9f055701d96
0,0,0,0,0,0,0,0,0,0,0,3,1,1,642fcd5c23866aaf3fc3771767b3090118a8d5ba
0,0,2,2,0,0,0,2,4,4,5,0,8,0,643085b1bc7add1a5784739faab81d564872575c
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6431f8f97dd8c642767548d7203bc92a70e293bf
0,0,0,0,0,0,0,0,0,0,0,3,1,1,643933b03923e6a65c35a3e3ab5f3aabb93e0ff0
0,0,0,0,0,0,0,0,0,0,0,3,1,1,643a8072db90003eb6000986145b5818747f90a8
0,0,1,1,0,0,0,0,0,0,0,3,1,1,644a5b87e7f9944e80c773ffe30fe48967108393
0,0,1,1,0,0,0,0,0,0,0,3,1,1,644ada59db644aa01c843b0d7ea454b4f1bce756
1,1,1,1,0,0,0,0,0,0,6,7,7,9,64517d01279fd953e3f31f2bee8b3e7cfc50f936
0,0,0,0,0,0,0,0,0,0,0,3,1,1,645367f2d926c8a5f3929a8541d6defacc2faca1
0,0,0,0,0,0,0,0,0,0,0,3,1,1,64718130592128f3490179cb38cdbcba34b820c9
0,0,0,0,0,0,0,0,0,0,0,3,1,1,64751ece080cc40c5616192db87bf30d02567af0
0,0,0,0,0,0,0,0,0,0,0,3,1,1,64832efaf0c220f89fb9297ad6558c8f6b3de4f6
1,1,1,1,0,0,0,0,0,0,6,7,7,9,648613d5b080b0aa92285888930c381251b66c96
0,0,0,0,0,0,0,0,0,0,0,3,1,1,64904d293394eaa00678cf45cf5f35d7db0c25be
0,0,0,0,0,0,0,0,0,0,0,3,1,1,649251c6609f2121f8abc80b86062c340583b1f7
0,0,0,0,0,0,0,0,0,0,0,3,1,1,649b68ff4e2e1ee4a390676d30a3eaed5c45b41d
0,0,0,0,0,0,0,0,0,0,0,3,1,1,649cfd011fd02fd3a6d7450722ddfedfaa12884e
0,0,0,0,0,0,0,2,4,4,5,0,8,0,64a13792d197e81e7187f71addc66462a5a5dc2b
0,0,0,0,0,0,0,0,0,0,0,3,1,1,64adc81f6cd13a5621ec8d740ba89c9a57915fa2
0,0,1,1,0,0,0,0,0,0,0,3,1,1,64b363c3ee271f5bd478263f60b521402c2b0200
0,0,2,2,0,0,0,2,4,4,5,0,8,0,64bc78166c141c5b8d2b2759969046a641157c47
0,0,0,0,0,0,0,0,0,0,0,3,1,1,64be4edee0c7a3fef8c8dae415414c880b443e78
0,0,0,0,0,0,0,0,0,0,0,3,1,1,64bff68f7f55d266a860bb410e3e8514464abd13
0,0,0,0,0,0,0,0,0,0,0,3,1,1,64c5c993784461320d16e67498f17e4f68ba919a
0,0,0,0,0,0,0,0,0,0,0,3,1,1,64cefeb2817bb792ff3e443d054a54b34d7c6a8e
0,0,2,2,0,0,0,2,4,4,5,0,8,0,64d1b32d6a1a618f623dd31d278815d521a0c8dc
0,0,0,0,0,0,0,0,0,0,0,3,1,1,64d4809e7d35e0bd77fb15dfa97b2bd0977c47c2
1,1,1,1,0,0,0,0,0,0,6,7,7,9,64d55359cba6ef465151035cff381f69dcea8274
0,0,0,0,0,0,0,0,0,0,0,3,1,1,64dfb9746c9b51517e3051fa92250c6e9d49823c
0,0,1,1,0,0,0,0,0,0,0,3,1,1,64e77071b13777846dba5e25204a264ad38f0d54
0,0,0,0,0,0,0,0,0,0,0,3,1,1,64eaefbd68f599ee39223c091096e8785ee97981
0,0,0,0,0,0,0,2,4,4,0,3,1,1,64ed04572083bb6b8dec89005c7fc8db8b4d3f2f
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6507cc9bcbb76feae3014d2e97e36d133175ee0e
0,0,2,2,0,0,0,2,4,4,5,0,8,0,650a48bb6029f775f13e3b8320bb8825411c1ca5
0,0,2,2,0,0,0,2,4,4,5,0,8,0,650e73f6f430710e9a00b424baaa135a41c0769e
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6510ac5ca4c654b206ad27010489817ef24db231
0,0,0,0,0,0,0,0,0,0,0,3,1,1,651a612f94bbeaf36f307a31849dd08cb6cb7848
0,0,0,0,0,0,0,0,0,0,0,3,1,1,651d73d8d4e6ebce41c3661183acd0be6b8672d9
0,0,0,0,0,0,0,2,4,4,0,3,1,1,6520ef3b84061e2167113aa165f5c3e040e6f61f
0,0,2,2,0,0,0,2,4,4,5,0,8,0,65288664c1becdff304bc1524a8e294fdc4d886a
0,0,0,0,0,0,0,0,0,0,0,3,1,1,652bb59bde4492c8c0e6c279794238ac4413f6e2
0,0,0,0,0,0,0,0,0,0,0,3,1,1,652cc752f606e8df64ab53eb210f399088d4bc63
0,0,0,0,0,0,0,0,0,0,0,3,1,1,652e21c4433aa7013cf91e69456b0008f9cb1e24
0,0,0,0,0,0,0,0,0,0,0,3,1,1,652ff733d51bb9b40b42984c6f6b876b44ff6948
0,0,0,0,0,0,0,0,0,0,0,3,1,1,653018fb915388756afc91f013646f5485861012
0,0,1,1,0,0,0,0,0,0,0,7,7,9,6532d6182759c2c4623106fa88f206c5379b1eff
1,1,1,1,0,0,0,0,0,0,6,7,7,9,65411d8fc892016453b901805f1ca62896ae1a88
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6551bea63bc34a23dfb04895d05c61018f18400f
0,0,2,2,0,0,0,2,4,4,5,0,8,0,655328932adb9007aacb52e32864284085eaac4b
0,0,0,0,0,0,0,2,4,4,5,0,8,0,655af689178652785916329166034168a96139ff
0,0,2,2,0,0,0,2,4,4,5,0,8,0,65671eb3083c9be866dbb7cfef7f51e93efc123e
0,0,2,2,0,0,0,2,4,4,5,0,8,0,656a23f515b81061faedbba7c6dab7cb83437fc0
0,0,1,1,0,0,0,0,0,0,0,3,1,1,656cce02f81d12445193e5aa7c0648d68d1d7d75
1,1,1,1,0,0,0,0,0,0,6,7,7,9,656e2fc42aa49669a433ab03038508ad71adbf8c
0,0,2,2,0,0,0,2,4,4,5,0,8,0,656f412b12fc24904c4db5cc91a729719e68231e
0,0,0,0,0,0,0,0,0,0,0,3,1,1,65808eb8c79cdf09ad310302c1ed73ba6db62c20
0,0,2,2,0,0,0,2,4,4,5,0,8,0,658134aa7bd3f4ee0ee15e6f8307572497621a12
0,0,2,2,0,0,0,2,4,4,5,0,8,0,6596620123c024c8c0568d02bd54b97f89f1476f
1,1,1,1,0,0,0,0,0,0,6,7,7,9,65992ee46203da48b297b0d520cbc1c475cce622
1,1,1,1,0,0,0,0,0,0,6,7,7,9,65ad32c631704d698b1cd9e7ff4e0cade39934a6
0,0,2,2,0,0,0,2,4,4,5,0,8,0,65af0de98fe8f48141673ee206374f2b1f4b2ef6
0,0,0,0,0,0,0,0,0,0,0,3,1,1,65b09d054a4a6a2b57091c2fa38eeadda4e29a80
0,0,0,0,0,0,0,0,0,0,0,3,1,1,65b1b12053a660cd64513354698e1845501f8ac7
1,1,1,1,0,0,0,0,0,0,0,3,1,1,65b8ab582f7887e69800f59118682031ad0d3f45
0,0,0,0,0,0,0,0,0,0,0,3,1,1,65bc03002bd67f13cd0ea6661b6f9894a7b178ce
0,0,0,0,0,0,0,0,0,0,0,3,1,1,65c0cb59d0794c8cb5db8ae6d9bbd42272b15ced
1,0,1,1,0,0,0,0,0,0,0,3,1,1,65c330098fda7e723dbddcd6c08fa6e3561afa09
0,0,2,2,0,0,0,2,4,4,5,0,8,0,65c5e90a49dad43088d59181d0f5490983d3d8e4
1,1,1,1,0,0,0,0,0,0,0,3,1,1,65cafe9d4abfc18a6ecd284a579a01a42bf2ef45
0,0,0,0,0,0,0,2,4,4,0,3,1,1,65cb3b484146a203ce89ff2212f5220013aab640
0,0,0,0,0,0,0,0,0,0,0,3,1,1,65cc0bd26002bebd4c5e813f7d53b0377e8017b2
0,0,0,0,0,0,0,2,4,4,5,0,8,0,65d168633f8b294e7c6d2ca57f040b5290f64fe5
0,0,0,1,0,0,0,0,0,0,0,3,1,1,65d552a5fe63941d663260495bcf001f1e1847c7
0,0,0,0,0,0,0,0,0,0,0,3,1,1,65db0d5ab23d8c68440787a5f22ad2d3feaf5904
0,0,2,2,0,0,0,2,4,4,0,3,1,1,65efbb4f75b6c4176d90dc3b172d03ad2b3bfc3c
0,0,0,1,0,0,0,0,0,0,0,3,1,1,65f08b48a0ebf81d48abade1e4fdf882aae0338d
0,0,2,2,0,0,0,2,4,4,5,0,8,0,65f1a412fe1fef12613ef869c412ef1abaac8f6f
0,0,2,2,0,0,0,2,4,4,5,0,8,0,65f372d075cd390662958d3cbcd3094fdf11ce70
0,0,0,0,0,0,0,2,4,4,0,3,1,1,65f4413ea55ff4a928c07fec2a6aace6accff044
0,0,0,0,0,0,0,0,0,0,0,3,1,1,65f8151d15eeb5d4a0978c5f2549f33a2f66107e
0,0,0,0,0,0,0,0,0,0,0,3,1,1,65ff629a6605b317fd8660489099a2d52f987d26
1,1,1,1,0,0,0,0,0,0,6,7,7,9,66013fc15c561c43095e530ed4d8256f8422d631
0,0,0,0,0,0,0,0,0,0,0,3,1,1,660543c813e91d6b7487d3800303b92dfe86bf3e
1,1,1,1,0,0,0,0,0,0,6,7,7,9,66075296901e04fb3627e703f924f89201ab2c40
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6609ae89a84097c4fc89f6e2ac7d07b9047f34e5
0,0,2,2,0,0,0,2,4,4,5,0,8,0,6609da3171282ceae806bd1559d6eb6265d6e206
0,0,0,0,0,0,0,2,4,4,5,0,8,0,660b8755eca90de346e58776734c5ecaecb71abe
0,0,1,1,0,0,0,0,0,0,0,3,1,1,660c867717bc27b2322689a87a007882bbcd7b7b
0,0,0,0,0,0,0,0,0,0,0,3,1,1,66121a1f53079252f70e873573f1c114e5529eda
0,0,2,2,0,0,0,2,4,4,5,0,8,0,66128609e7251986f2c1d0fc0b339ae72a474bbc
0,0,2,2,0,0,0,2,4,4,0,3,1,1,662ea97e6db221087d956b0171a2f043ac42aa92
0,0,0,0,0,0,0,2,4,4,5,0,8,0,6645237cee3411637cb3abee3dd95fc61e6818fc
0,0,2,2,0,0,0,2,4,4,0,3,1,1,664b52718a00508000547faf33e0ea74fb0b155b
1,0,1,1,0,0,0,0,0,0,6,7,7,9,6652fce2d7cd70ad024fbdf8bbe0e4937d0ab65e
0,0,0,0,0,0,0,2,4,4,5,0,8,0,66553765200df8e1384fdbd00ea9cb0da1f45dfe
0,0,0,0,0,0,0,0,0,0,0,3,1,1,665c560d12120e5e6b3f0c6ee601ee01fb6a3167
0,0,2,2,0,0,0,2,4,4,5,0,8,0,6662319a17c3b4ff6b0c5e26b6d20315a9be9931
1,1,1,1,0,0,0,0,0,0,0,3,1,1,6664361184990d8d24ec4f16b5e7acb579b11bcc
0,0,0,0,0,0,0,0,0,0,0,3,1,1,666ab44be9d7299fa671f7c7e21c9dde77d9a062
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6671c171b4580f57176f7a60f91c1daaa3cabf7f
0,0,0,0,0,0,0,0,0,0,0,3,1,1,6675053428ba2e6717dd93f2d4e78f90462de4f3
0,0,2,2,0,0,0,2,4,4,5,0,8,0,667b53422195670062093b5ee82a854cf1d0167c
0,0,0,0,0,0,0,2,4,4,5,0,8,0,668ad82e5847aba600c02f9fd3f76ae9ca5fc4f2
0,0,2,2,0,0,0,2,4,4,5,0,8,0,668f6cdfcfccaee1fa01c1e201f9ed5bc7075403
0,0,0,0,0,0,0,0,0,0,0,3,1,1,669056b0e707bfaa1db5dcf27298b7bb22de7cc1
0,0,0,0,0,0,0,0,0,0,0,3,1,1,669247fbb2cb4a5af0b2fe3ffd2df84094702235
0,0,2,2,0,0,0,2,4,4,5,0,8,0,669dde29070210ae78e5c6e0cc45a4c7315dba49
0,0,2,2,0,0,0,2,4,4,5,0,8,0,66a1f6837b63a50fc83fc8ae3f49fcf7984fdfc8
0,0,0,0,0,0,0,0,0,0,0,3,1,1,66a589dcda9c9ae73217105a4209e9db33d2660d
