"spinglass (0.5,0.5)","spinglass (0.5,1)","spinglass (1,0.5)","spinglass (1,1)",sponge (k = 1),sponge (k = 2),sponge (k = 3),sponge (k = 4),sponge (k = 5),sponge (k = 6),sponge (k = 7),sponge (k = 8),sponge (k = 9),sponge (k = 10),username_vote
0,0,0,0,0,0,0,0,0,0,0,3,1,1,464b3617eccd97eef8223d88e77decc2e661dfc0
0,0,0,0,0,0,0,2,4,4,5,0,8,0,464d73399ee15f64c03eb10a7b4225182ab4d13b
0,0,0,0,0,0,0,0,0,0,0,3,1,1,464fa8485890776b3a834ee529eaca20fefa52d0
1,1,1,1,0,1,2,1,3,5,1,4,2,6,465062a45e70eda1cd1096f0deba019708983758
0,0,0,0,0,0,0,2,0,0,0,3,1,1,465d0de63c21c0a370d2ffecbd538abe4d3c0220
0,0,0,0,0,0,0,0,0,0,0,3,1,1,46608352a2178a1a19f847c85c1c061e26aebf77
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4669532645035154648945b45289d7c1832d283c
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4675488ade31784ac982dd0fb745f22e6a6e156e
0,0,0,0,0,0,0,0,0,0,0,3,1,1,468ca978a3a40df14a3824b231159339a727af66
0,0,0,0,0,0,0,2,4,4,5,0,8,0,46a6a32dceef866b1f42f6d29e7d649ddd97b479
0,0,2,2,0,0,0,2,4,4,5,0,8,0,46ad1b8428ca2793a7d0608ae6802b20e162a0ff
0,0,2,2,0,0,0,2,4,4,5,0,8,0,46aef6db539d1e1450f7c836cd48c54983b8c5ae
1,1,1,1,0,0,0,0,0,0,6,7,7,9,46bbb650b3b7d46a5dfdee2ddd711676864700d8
1,1,1,1,0,1,2,1,3,5,1,4,2,6,46bd9187311b111b9834667c41d4ff31042dfa22
0,0,0,0,0,0,0,0,0,0,0,3,1,1,46c65ec6f71d54ce58a3602aa2916f33ed94c75c
1,1,1,1,0,0,0,0,0,0,6,7,7,9,46ccbd2d4461d0ebbd22cf0aea64414616347811
0,0,2,2,0,0,0,2,4,4,5,0,8,0,46ce14f05ef15c77492c6d387c08813fe87c19f8
0,0,2,2,0,0,0,2,4,4,5,0,8,0,46d1d922fa703262cf79df166febd422da7c9707
0,0,0,0,0,0,0,2,4,4,0,3,1,1,46d4c1d6b91a3f5eadb72dc6c1ebea19769201f5
0,0,2,2,0,0,0,2,4,4,5,0,8,0,46da9d85aea9f18eaa59f1853bcb2cd22adceebc
0,0,0,0,0,0,0,0,0,0,0,3,1,1,46dc09b445a34cb7a90d2020876d816d21fde1bf
0,0,1,1,0,0,0,0,0,0,0,3,1,1,46e3755dd9cfcb162c75ec18040e996b1ba813d2
0,0,0,0,0,0,0,0,0,0,0,3,1,1,46f26a5b280b64386bb1491f7532652c62beb684
0,0,0,0,0,0,0,0,0,0,0,3,1,1,46f8f931dce387b3101862beacb4cdc9606eb5b8
0,0,1,1,0,0,0,0,0,0,0,3,1,1,470d13538ccb508149eecb853c0721750448a873
0,0,2,2,0,0,0,2,4,4,5,0,8,0,470d7ada071fbf10f7ac9fa8f2d462262772988b
0,0,0,0,0,0,0,0,4,4,0,3,1,1,470da9b99a01232d5a3a9297d8cba485e4a2fb63
0,0,0,0,0,0,0,2,4,4,0,3,1,1,470e31d4d922800d9d0cab3bc27adf454f22dad4
0,0,0,0,0,0,0,0,0,0,0,3,1,1,470e8fe4bdbe1e228af5bea91a2fa7bb4669d092
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4711b5857275c50bc756f0477b7a9e1269c5a390
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4712005687a5b36b2472af6c226457528dabb7c5
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4715e5083948a35f741d62228ee87cd4a3c93215
0,0,2,2,0,0,0,2,4,4,5,0,8,0,47180e5e61a36aa99a5f1f79adbaba7958c3a315
0,0,0,0,0,0,0,0,0,0,0,3,1,1,471ffa4c4ec2f7813a759a3a4d45813ef1d09d81
0,0,0,0,0,0,0,2,4,4,5,0,8,0,47232025535e804381dfd76eb8c2b768ea94d26c
0,0,0,0,0,0,0,0,0,0,0,3,1,1,47252e3b9fbcf92a095269f6346c9de5954c5aec
0,0,0,0,0,0,0,0,0,0,0,3,1,1,472a420209014eb07e59cf93c6fbdaf108b61039
0,0,0,0,0,0,0,0,0,0,0,3,1,1,472d2be395cef8ee3b209b43e2161c216878585d
0,0,0,0,0,0,0,0,0,0,0,3,1,1,472f979be5186eee0c88437a8f731eaa421f7f59
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4730dee8fd64de768149bcbb9d1f3b3bef935d3c
0,0,0,0,0,0,0,0,0,0,0,3,1,1,47338a797e78f4adfc4721632ad2e346a28b6d5b
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4734ee83b4eed5303a5574daf87760687c5d8596
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4735f9fe7a84e82b77f5e20d7c016e2b6c130e08
0,0,0,0,0,0,0,0,0,0,0,3,1,1,47413e0aeb96a630b1c684ef89c88225498673b2
0,0,0,0,0,0,0,0,0,0,0,3,1,1,47461b0dcbe7fe3065ce3949bb0f5b8700494340
0,0,2,2,0,0,0,2,4,4,5,0,8,0,47482c56331998b5999b1e468b68f8ade0ec3ffb
1,1,1,1,0,0,0,0,0,0,6,7,7,9,474c46870588a8786681de6b5062ab8aa87ce8de
0,0,0,0,0,0,0,0,0,0,0,3,1,1,47523596be725514fe3bff75848a178181cfab7e
0,0,0,0,0,0,0,0,0,0,0,3,1,1,47596c0aad2b778a08d8942cb581ab6a49322f70
0,0,1,1,0,0,0,0,0,0,0,3,1,1,475d3c96b08b83a86bb22ec56c15e583928a0421
0,0,0,0,0,0,0,0,0,0,0,3,1,1,47626f14bf096e6ca9708a36a7f081cc3b1229a9
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4764581c2551ceb820861cb93f6104d343d786fc
0,0,0,0,0,0,0,0,0,0,0,3,1,1,476634223c6d76dac987729d1f0c71b1ba103750
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4766d44f7889877448c7d43bbbf080c8875e1ce2
1,1,1,1,0,0,0,0,0,0,6,7,7,9,477bb8eb776c5005d4b4ecbb1ed4dc6ccba8e184
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4783a2fb03e160a0b358ea1a74f6e3265ffcb2bf
0,0,0,0,0,0,0,2,4,4,0,3,1,1,47865e370ac45fecd2133dad2bb132a569515f6c
0,0,0,0,0,0,0,0,0,0,0,3,1,1,478ba51d2780c93681cf550fc0cb526cb22fb8df
0,0,2,2,0,0,0,2,4,4,5,0,8,0,47949dfd5954af127ac3aae2459bb2147a4790c8
0,0,2,2,0,0,0,2,4,4,5,0,8,0,47992bf36de69915d62f265d25cd23070dbd75c5
0,0,2,2,0,0,0,2,4,4,5,0,8,0,479e5a92d8595c3f8635400f400b12f74f8bb7b6
0,0,2,2,0,0,0,2,4,4,5,0,8,0,47b3664c8e7bf43e89d2bbf0ed84d09e0170e796
0,0,0,1,0,0,0,0,0,0,0,3,1,1,47b4072e9514e4a97e3c98b8d4590f4ed028fda4
0,0,0,0,0,0,0,2,4,4,0,3,1,1,47b55d00cf02610ad81d5f0e3c8be925687bb6c9
0,0,2,2,0,0,0,2,4,4,5,0,8,0,47b82bfb15bfa00abb9ed405b9e2447cfaafa69e
0,0,2,2,0,0,0,0,0,0,0,3,1,1,47b99d3cf1cab79cac8823efb7ef74aa5af7badf
0,0,2,2,0,0,0,2,4,4,5,0,8,0,47b9bf2cdc4c5b2df4ac877ff18dd4980dc19986
0,0,0,0,0,0,0,0,0,0,0,3,1,1,47c5d56f330d32a4cff15a23e83e8d9051d01d8d
0,0,0,0,0,0,0,0,0,0,0,3,1,1,47c65a20f72c882dfecf4c315a1e33b49b22d767
0,0,2,2,0,0,0,2,4,4,5,0,8,0,47c705439ae21092e87a6555c0aa27ae36e286b5
0,0,0,0,0,0,0,0,0,0,0,3,1,1,47c8f1a122c726e29163689a4dfad2df9c388c04
0,0,0,0,0,0,0,0,0,0,0,3,1,1,47ce38a4d91f89525a0ba559563eea6a9e684a0e
0,0,2,2,0,0,0,2,4,4,5,0,8,0,47d81d40fb35fd3c3fdd5eb1b09d4286b62c1607
0,0,0,0,0,0,0,0,0,0,0,3,1,1,47e01f6b41fd2f526fa7e7d0318770fda70569ac
1,1,1,1,0,0,0,0,0,0,6,7,7,9,47e16ec849bfc3015c6eaf2dc28b19b1d40a17ea
0,0,1,1,0,0,0,0,0,0,0,3,1,1,47e543db45f4e0cef17bc986dd1f36c8f42a265d
0,0,0,0,0,0,0,0,0,0,0,3,1,1,47f3995e669949078760c1d92272269341085ce0
0,0,0,0,0,0,0,0,0,0,0,3,1,1,47f6375ba562c5d70df6c0ddfb3e8cffbf511b99
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4808e3b9426158411752643009b9f9f06f50d0c6
0,0,0,0,0,0,0,0,0,0,0,3,1,1,480db90a98c35f6f001d5633bd5208832d59a5c0
0,0,0,0,0,0,0,2,4,4,5,0,8,0,481631df2b3d583d029dd9f928496a182123c323
1,1,1,1,0,0,0,0,0,0,6,7,7,9,48164c9f60124eff15b3f8df7fbdf9cf2b133852
0,0,0,0,0,0,0,2,4,4,0,3,1,1,4817708a5e595f4e9bdc9ff5aaa3b13441c62391
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4818cb66cefe7af49f5c7aaeceee457f3cc5fff5
0,0,2,2,0,0,0,2,4,4,5,0,8,0,482217b47394dc28ca79074f3941e92ae567fc67
0,0,0,0,0,0,0,0,4,0,0,3,1,1,4829cb603c1ed2f3d8c286c58e5673268d89514c
0,0,2,2,0,0,0,2,4,4,5,0,8,0,483004a39c5fa7619eb8279603ac8228e6461874
0,0,2,2,0,0,0,2,4,4,5,0,8,0,483032b53b94dcc9f0e667261525ef9e1f644c9e
0,0,0,0,0,0,0,0,0,0,0,3,1,1,483d41f93c169901585483d9d4ec0d90f5723574
0,0,2,2,0,0,0,2,4,4,5,0,8,0,483e88ede8cf5a0105a8ce89481344f6b9eb41e0
0,0,0,0,0,0,0,0,0,0,0,3,1,1,483f637d9bc0b659763b0d7cc87209cdd653f293
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4849fe157d3261fc134277bb715c68a87d43bf0d
0,0,2,2,0,0,0,2,4,4,5,0,8,0,484acb4fbf17d5639b075b66c700303435ba26b3
0,0,0,0,0,0,0,2,4,4,0,3,1,1,484bd05175796813191108542669fb9330cb0650
1,1,1,1,0,0,0,0,0,0,0,7,7,9,484d0f4eeea77a506cb1507a82b060942f1b4aa4
0,0,2,2,0,0,0,2,4,4,5,0,8,0,48546c25f11cf34a2a75ca1014126d5ad142e71f
0,0,0,0,0,0,0,2,4,0,0,3,1,1,4855dbf47dc9314934de35575b41299a175c697a
0,0,0,0,0,0,0,0,0,0,0,3,1,1,485a14f08d67eb6983aecf9d7eb1de7817b80255
0,0,2,2,0,0,0,2,4,4,5,0,8,0,48659e43b277e3ac0b0a6880b211223751a86ead
0,0,1,1,0,0,0,2,4,4,0,3,1,1,486aba21fe957fbd897b160f1bfce6868a625333
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4878345511e49d1184d3b1faebd0a33726e5c816
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4880665fb04a8c1b58c05b92c95e78e75c44595a
0,0,2,2,0,0,0,2,4,4,5,0,8,0,488112b0ef83a77a61d5f648b64d5ccef33c6f88
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4881dd5f21ac0b794709a826a699049974fa4f5c
0,0,0,0,0,0,0,0,0,0,0,3,1,1,48839462666bac5b253061f0150764f4748ae5e5
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4889a7a25783587538d35fa733f3a52a5a224df7
0,0,0,0,0,0,0,0,0,0,0,3,1,1,488a3c71fbb76695b1ae23b66ddab6958a2039a5
0,0,2,2,0,0,0,2,4,4,5,0,8,0,488b23d67c6ca39fa14ab195e6674203563a80d3
0,0,2,2,0,0,0,2,4,4,0,3,1,1,489268cf3d8fda37c14647c85efa707411c6aed3
0,0,0,0,0,0,0,0,0,0,0,3,1,1,489287401c494c648c84589168a918a64481876a
1,1,1,1,0,0,0,0,0,0,0,3,1,1,4896a13f285b8bcf8364839edd8e8e481dce4b26
0,0,1,1,0,0,0,2,4,4,0,3,1,1,48982e850dd42a924e8cf89b343e15672c3d3a4e
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4898f65d1ff297da8b318ccb257a652d21773aa5
0,0,0,0,0,0,0,2,4,4,0,3,1,1,489e620d6fad4f9fe91745f304d38b8c39596160
0,0,1,1,0,0,0,0,0,0,0,3,1,1,489eb3abeca2be19783c1192124e315f1fb63726
0,0,0,0,0,0,0,0,0,0,0,3,1,1,48a3d60cd9c76a96e97e50bd2ef76be5e1942f8f
0,0,2,2,0,0,0,2,4,4,5,0,8,0,48b1e29835a44eae64591c38bfe7afa18f61d7fa
0,0,0,0,0,0,0,0,0,0,0,3,1,1,48ba08774261e4d9d96f45b2caf1d7213b5b2c6f
0,0,0,0,0,0,0,2,4,4,0,3,1,1,48bafcc4fcd0ecfe83d4a6563c047b0c3cdc58de
0,0,2,2,0,0,0,2,4,4,5,0,8,0,48bdeb653d92bc323209e8ab5a47b77efa921e2c
0,0,0,0,0,0,0,2,4,4,0,3,1,1,48c04a77d7b48ed21d46aaadf9a8599cf5606c0a
0,0,0,0,0,0,0,0,0,0,0,3,1,1,48c6b40a5aa70d298d1ac059636c9bf1c93a85c4
0,0,1,1,0,0,0,0,0,0,0,3,1,1,48cdbd4038559bf64009202c5292f3a3b87ca546
0,0,7,1,0,0,0,0,0,0,0,3,1,1,48d3c1d4823f80ec983bc38dc76a3d31e74732ac
0,0,0,0,0,0,0,0,0,0,0,3,1,1,48d595801bdf06f3ef79b5e4c516164663fd8cb3
1,0,1,1,0,0,0,0,0,0,0,3,1,1,48dff0284d97cc18af1059978a74e9b46c61cd10
0,0,0,0,0,0,0,0,0,0,0,3,1,1,48e0359e51b9d0fdf66eccb56a6973b9caa8969a
0,0,2,2,0,0,0,2,4,4,5,0,8,0,48e70597439ba48efcd1deb785bf78849229e5b3
0,0,1,1,0,0,0,0,0,0,0,3,1,1,48f75b1f5ce4c06f184d1f74e2ccfa44123ca5f7
0,0,2,2,0,0,0,2,4,4,5,0,8,0,48fd25a5c02ad402844e4f2354861ee9790c2162
0,0,0,0,0,0,0,0,0,0,0,3,1,1,48ffa589ae382e714169efeeb2882d2ec7ce9e7c
0,0,0,0,0,0,0,0,0,0,0,3,1,1,49006a46bee252467ffbde15f43dcb13e20e4488
0,0,2,2,0,0,0,2,4,4,5,0,8,0,49012b4cf17406404b39f323278c1239be57e120
0,0,0,0,0,0,0,0,0,0,0,3,1,1,490b603806c70fc29949d7f127ff684cfaaba833
0,0,0,0,0,0,0,2,4,4,0,3,1,1,49131c41b4b5b1e00d5a7c8c3adddd171be802a1
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4920d03e970034f0d403d1bdf5a56f1c811fdde2
0,0,0,0,0,0,0,0,0,0,0,3,1,1,49271183f76df69ecee0c33705880ffbdb8b856c
0,0,2,2,0,0,0,2,4,4,0,3,1,1,4928a285b85b52c68406e7e1c7926ea55b60e6aa
0,0,1,1,0,0,0,0,0,0,0,3,1,1,492ee067055e89f3ea01c8a463860bb1190ce7c1
0,0,0,0,0,0,0,0,0,0,0,3,1,1,49315ec86d81cc6305c696a229af80ff3b5a0422
0,0,0,0,0,0,0,0,4,4,0,3,1,1,493286564c8939d082371eb5c08b7029871ddf33
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4939d28b03bb8665d2e97dbaf006a99b43b5e8aa
0,0,0,0,0,0,0,0,0,0,0,3,1,1,493fac6012d008d15f27fc423dd69e9576187b72
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4945ddc02abd43bff84d0e8981d32962b41f88b9
0,0,0,0,0,0,0,0,0,0,0,3,1,1,494970808d346b17474d089014644bbd0140c51c
0,0,1,1,0,0,0,2,4,4,5,0,8,0,494ee88a607455d12ac556d3817d87ab889e30a1
0,0,0,0,0,0,0,0,0,0,0,3,1,1,49524d96961a1abda891d7893af0f798ee907bb9
0,0,0,1,0,0,0,0,0,0,0,3,1,1,4959f03809823d7171501530d15f7cb3fad328f4
0,0,0,0,0,0,0,2,4,4,0,3,1,1,495fc70d719c79618fb1645b735edd11da83f8ae
1,1,1,1,0,0,0,0,0,0,0,3,1,1,496212362bd8b2c6885f2f83b911f46d545328ce
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4971334371134fa53ee13ce06baf0ec47df1096b
0,0,0,0,0,0,0,0,0,0,0,3,1,1,497416b05c553bfe22fe180774c62d6980e1852b
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4977d9c58c24b35781ff1236e32f6fcb4d998a11
0,0,2,2,0,0,0,2,4,4,5,0,8,0,497891a6f77bc5381d2bc2b961d0ce6261277b76
1,1,1,1,0,0,0,0,0,0,6,7,7,9,49813fc74633ea91c3baf4217f212870fb3fc4a3
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4987cb81309f59f9e97086075bb08248dc36832d
0,0,2,2,0,0,0,2,4,4,5,0,8,0,49a8c1f3b78b5174cfe588299edbd083b51163fb
0,0,2,2,0,0,0,2,4,4,5,0,8,0,49a8d107dcc817158d500a1b82f8c32ec193abce
0,0,2,2,0,0,0,2,4,4,5,0,8,0,49a9cdc80ac78cf6b79c14c83637d991668112fe
0,0,0,0,0,0,0,0,0,0,0,3,1,1,49bda27699f39aba4c096fb15e8c0becc568da93
0,0,1,1,0,0,0,0,0,0,6,7,7,9,49c2aebef0053c60cb4c4cbc1d024c570182b996
0,0,0,0,0,0,0,2,4,4,5,0,8,0,49c8346236d32f5f8c3e160a5ceea71b50b07408
0,0,0,0,0,0,0,0,0,0,0,3,1,1,49d04ddbcb091ddd694d9e2588a37089c5924079
0,0,0,0,0,0,0,0,0,0,0,3,1,1,49d6000a1201d7ae7e3cc94dbfe6304b616ef11c
1,1,1,1,0,0,0,0,0,0,6,7,7,9,49d6b6ffbb2668e87ef182010948c9b635e62240
1,1,1,1,0,0,0,0,0,0,0,3,1,1,49dd40480d3442549973a190bf18d5d8ff44dafc
0,0,1,1,0,0,0,2,4,4,0,3,1,1,49e1b186241bb9491e3ab402aa41a58966dd0f67
0,0,0,0,0,0,0,0,0,0,0,3,1,1,49eb0a0f3b9db740af85b9403a0a788b997eb219
1,1,1,1,0,0,0,0,0,0,6,7,7,9,49fa90db47ec396797ba07fa5167e0d21718c844
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4a039c6d82920524cd311a8ce6296f9abcde5c08
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4a04a44b2b8702793284380def04b099d1fe91f2
0,0,0,1,0,0,0,2,0,0,0,3,1,1,4a051b5ef752d690aa3ecb7df5a8d06132bd65de
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4a070f451f5a1d0b6ff39c369a2b600aefe9fa06
1,1,1,1,0,0,0,0,0,0,0,3,1,1,4a117207a3031f15b5da109ad39c1ebcfdd49f9e
0,0,1,1,0,0,0,0,0,0,0,3,1,1,4a177b61b25410a56ec1eb2332f425ba04a77470
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4a190db7a9f2c369c0d7f773e000de7f42215dbb
0,0,2,2,0,0,0,2,4,4,0,3,1,1,4a1979eaa38db06b409add48fc9c6fa97c3fc5ff
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4a210b6c4c1d9e8a71b196332ecc5597a15fa664
0,0,0,0,0,0,0,2,4,4,0,3,1,1,4a21ae1ec45d354d572e2caff6e33e4454a6ab1c
0,0,0,2,0,0,0,0,0,0,0,3,1,1,4a24f09c3c23847444157693251129879c1cb079
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4a281798daa3bdd3d608df7e5e0e2002c9de5bc5
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4a2a0ca74855704689ab0202e1402f75ffe32980
0,0,0,0,0,0,0,2,4,4,5,0,8,0,4a328aa347417d2a929a214596102455c83a30b9
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4a3518128430c357c534588ce36a6dddf3f1caef
0,0,1,1,0,0,0,0,0,0,0,3,1,1,4a3914dbb14d1cee8c190b1a28a0041b53ad7e35
1,1,1,1,0,0,0,0,0,0,0,7,7,9,4a3e5682ba7345471bab9566bd19e003c79eaa2b
1,0,1,1,0,0,0,0,0,0,6,7,7,9,4a3f7da10dd65e649f018609310b6cd04ec8f5b8
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4a4577ffbf86946703c707f0b6421dfdc404e454
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4a46277260a54d7b300909378c79ca8735d5da82
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4a47f1018123dc8b17434703a8a12e7999875a11
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4a4f81104db0a411eb0599aabbb0dc1a6979aabc
0,0,0,0,0,0,0,2,4,4,0,0,8,1,4a57d30bf9ac6015363331445f6d3f208b4fc8cb
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4a620c728db70cc46177b263f4c77f6052d1f7c1
1,1,1,1,0,0,0,0,0,0,6,7,7,9,4a6491a2c5e3c038e03d0801fd2b12da4aba7966
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4a66aeea0da45b15cf8d89d73db5a23c04f826d6
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4a686d4ea5c631b32806ff6cc24f3c6554ecae38
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4a700f1e79cdc81c0842834d473682a971159925
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4a7cd489b83c96f88e5ab87d729da0a24e9491bc
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4a7d7b2b1b056196a6c1eee0a639e602429a6090
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4a8009c5b64170e876f417583c19cd2189bdbd9e
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4a82b3cb9e78589371304994a7d1e4dfd36031f3
0,0,0,1,0,0,0,0,0,0,0,3,1,1,4a90002190848e07a61687121244112c115f125a
0,0,0,0,0,0,0,2,4,4,5,0,8,0,4a940c7d31a210bf479eb811d7289e9ddb5b0386
1,1,1,1,0,0,0,0,0,0,0,3,1,1,4a99f963c1c7133c5020a13ab92c6b361aa3e445
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4aa0237c8618b75fdd19dda754fa2a8a2c3d3fad
0,0,1,1,0,0,0,2,4,0,0,3,1,1,4aa2aeae3dad2ea2fb97b6f960effdccbae72036
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4aa523cba155b530eb6c03190444555b9e83fa41
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4aa88f3588973deb7df4e6ceb1f5c4a41420b544
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4aaac71e2f6ca243d0d39dd2b94a6170662199c2
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4aae56a980e9abb517405e1fbff7926411da9f29
0,0,0,0,0,0,0,2,4,4,0,3,1,1,4ab7b1b24cb13915e2c78b1213acc6cdb02030a0
0,0,0,0,0,0,0,2,4,4,0,3,1,1,4ab81dfac978ed0c463bc7c18a7051b2fda0772e
0,0,0,0,0,0,0,2,4,4,5,0,8,0,4ac1afe7dbab408072b653a5579b672c2a5e460d
0,0,1,1,0,0,0,0,0,0,0,3,1,1,4ac7d887a3d0299e49c18e713b0087403635da34
0,0,0,0,0,0,0,2,4,4,5,0,8,0,4acb64cb7ff54721268dcd21f98d4c702564449d
0,0,1,1,0,0,0,0,0,0,0,3,1,1,4ae94c98fc470903ca684c7a68af683bfb862930
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4b00d46d429719f4a4b23aa379abf11fe8063859
0,0,1,1,0,0,0,0,0,0,0,3,1,1,4b06ef1d9c50dadece620917bbe832334ff30f47
0,0,0,0,0,0,0,2,4,4,5,0,8,0,4b1833916ce371da76a87b24c91ecb89ee6a5596
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4b1891a7a2b9f691e41be353b745afc89b86dfb6
1,1,1,1,0,0,0,0,0,0,6,7,7,9,4b221c4362812da30f162a17cb7e948a5e5dc779
1,1,9,1,0,0,0,0,0,0,0,3,1,1,4b22de90d3df4eb8b33d9180f7890673df9e51d2
0,0,1,1,0,0,0,0,0,0,0,3,1,1,4b26686f0414052a9bac598c2098804857412564
0,0,1,1,0,0,0,0,0,0,0,3,1,1,4b2854f7c567098e867837092529abc5b859c5ad
0,0,1,1,0,0,0,2,4,4,0,3,1,1,4b28c7c8cc473e0cb8fa6306cf1a4d9812ca6c16
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4b2ebf5c51fb92259e2b6dc9af928c3f39c669c9
0,0,0,0,0,0,0,2,4,4,0,3,1,1,4b3261a305ab83cfe5fc5809f6df765e5a7dc81f
0,0,4,1,0,0,0,2,4,0,0,3,1,1,4b37c0213a5f5b58a8d5d32daade6461258f9163
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4b3aacd8c2fca45e6d2c35e680a0707f4a9a1d60
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4b3d738018e03d6c2e0539029830766ff7f09fac
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4b42eb256afcfcf950f24c1e0646f6cfa69387f4
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4b483f829cd0686baf43352b8c5e30d670058071
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4b4ce51b4658a8b9bd61f86fa58d0a0f2fdffd3d
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4b50c186d91b626f215d8253348d41e869787908
0,0,1,1,0,0,0,0,0,0,0,3,1,1,4b51ba468ec7f7d2c6f05d9f2de9ae0588b6ac1f
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4b545645a9a0cf19c4c904f0be79a03774ad4035
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4b54e16fb35f704c028f8d9ba9eaa9ece8cc692f
0,0,1,1,0,0,0,0,0,0,0,3,1,1,4b559c073d2aa7e7dec4d4028228847d2bd20dbc
0,0,0,0,0,0,0,2,4,4,5,0,8,0,4b61a8129e18fb522934dcdf867b14f8734c7a1e
1,0,1,1,0,0,0,0,0,0,6,7,7,9,4b7b3ce9d9772dae74309a24d458995d36c751ba
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4b86369112c84b3822134a1a3b6a1b774bfbde7b
0,0,1,1,0,0,0,0,0,0,0,3,1,1,4b92d9f978bdbadfa8da4cc2652590a0a0a0d196
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4b9c6ee3fda5a479fa5a977b89e7c0784e95a090
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4bab00370fe469663fa152406383ab5f1729a93e
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4baf6a6a5a289d261a30d217eb76ff8757266cca
1,1,1,1,0,0,0,0,0,0,6,7,7,9,4bb0ef7480db9fd10d4c83598ffb493162fcd156
0,0,2,2,0,0,0,2,4,4,5,0,8,0,4bbac1a0ff49ba9d5d32b2ba14347643d5c816be
0,0,1,1,0,0,0,0,0,0,0,7,7,9,4bc720ecc0580d61bfa5717ba06a51b60ee933c6
0,0,0,0,0,0,0,0,0,0,0,3,1,1,4bccefaed9916e1130ab06e6f11454aed9b0df6a
1,1,1,1,0,0,0,0,0,0,6,7,1,1,4bcd3b62b3beaaaf20efe380830f233fd2eb78c0
0,0,1,1,0,0,0,0,0,0,0,3,1,1,4bd957f4af68b098f2a98963cc9d4afb4c43d3ff
0,0,1,1,0,0,0,0,0,0,0,3,1,1,4bdf2f3e2ea6b5a0a68af570c65ce3df95207200
